song,artist,date,loveSong
False God,Taylor Swift,6/9/2019,
Daylight,Taylor Swift,6/9/2019,
It's Nice To Have A Friend,Taylor Swift,6/9/2019,
Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,6/9/2019,
Babushka Boi,A$AP Rocky,13/9/2019,
Bezerk,Big Sean Featuring A$AP Ferg & Hit-Boy,13/9/2019,
Heat,Chris Brown Featuring Gunna,13/9/2019,
Good Vibes,Chris Janson,13/9/2019,
God Only Knows,for KING & COUNTRY,13/9/2019,
La Cancion,J Balvin & Bad Bunny,13/9/2019,
Doin' Time,Lana Del Rey,13/9/2019,
Out Of Luck,Lil Tecca,13/9/2019,
Shots,Lil Tecca,13/9/2019,
Love Me,Lil Tecca,13/9/2019,
The Bones,Maren Morris,13/9/2019,
Circles,Post Malone,13/9/2019,
Liar,Camila Cabello,20/9/2019,
Shameless,Camila Cabello,20/9/2019,
homecoming queen?,Kelsea Ballerini,20/9/2019,
Hollywood's Bleeding,Post Malone,20/9/2019,
Saint-Tropez,Post Malone,20/9/2019,
A Thousand Bad Times,Post Malone,20/9/2019,
I'm Gonna Be,Post Malone,20/9/2019,
Allergic,Post Malone,20/9/2019,
Myself,Post Malone,20/9/2019,
I Know,Post Malone,20/9/2019,
Internet,Post Malone,20/9/2019,
Enemies,Post Malone Featuring DaBaby,20/9/2019,
Die For Me,Post Malone Featuring Future & Halsey,20/9/2019,
On The Road,Post Malone Featuring Meek Mill & Lil Baby,20/9/2019,
Take What You Want,Post Malone Featuring Ozzy Osbourne & Travis Scott,20/9/2019,
Staring At The Sun,Post Malone Featuring SZA,20/9/2019,
223's,YNW Melly & 9lokknine,20/9/2019,
Self Control,YoungBoy Never Broke Again,20/9/2019,
Mood Swings,A Boogie Wit da Hoodie,27/9/2019,
Don't Call Me Angel (Charlie's Angels),"Ariana Grande, Miley Cyrus & Lana Del Rey",27/9/2019,
Hot Girl Bummer,blackbear,27/9/2019,
Behind Barz,Drake,27/9/2019,
Graveyard,Halsey,27/9/2019,
"1, 2 Many",Luke Combs & Brooks & Dunn,27/9/2019,
Camelot,NLE Choppa,27/9/2019,
Remember You Young,Thomas Rhett,27/9/2019,
INTRO,DaBaby,4/10/2019,
Loco Contigo,"DJ Snake, J. Balvin & Tyga",4/10/2019,
Stuck In A Dream,Lil Mosey x Gunna,4/10/2019,
Memories,Maroon 5,4/10/2019,
Adicto,"Tainy, Anuel AA & Ozuna",4/10/2019,
BOP,DaBaby,11/10/2019,
VIBEZ,DaBaby,11/10/2019,
OFF THE RIP,DaBaby,11/10/2019,
XXL,DaBaby,11/10/2019,
PROLLY HEARD,DaBaby,11/10/2019,
There He Go,DaBaby,11/10/2019,
iPHONE,DaBaby & Nicki Minaj,11/10/2019,
GOSPEL,"DaBaby Featuring Chance The Rapper, Gucci Mane & YK Osiris",11/10/2019,
POP STAR,DaBaby Featuring Kevin Gates,11/10/2019,
TOES,DaBaby Featuring Lil Baby & Moneybagg Yo,11/10/2019,
RAW SHIT,DaBaby Featuring Migos,11/10/2019,
REALLY,DaBaby Featuring Stunna 4 Vegas,11/10/2019,
Writing On The Wall,"French Montana Featuring Post Malone, Cardi B & Rvssian",11/10/2019,
Chicken Noodle Soup,j-hope Featuring Becky G.,11/10/2019,
Heartache Medication,Jon Pardi,11/10/2019,
By My Lonely,Kevin Gates,11/10/2019,
"10,000 Hours",Dan + Shay & Justin Bieber,18/10/2019,
Bandit,Juice WRLD & YoungBoy Never Broke Again,18/10/2019,
Leave Em Alone,"Layton Greene, Lil Baby, City Girls & PnB Rock",18/10/2019,
Nice To Meet Ya,Niall Horan,18/10/2019,
Body,Summer Walker,18/10/2019,
Drunk Dialing...LODT,Summer Walker,18/10/2019,
Over It,Summer Walker,18/10/2019,
Potential,Summer Walker,18/10/2019,
Come Thru,Summer Walker & Usher,18/10/2019,
Stretch You Out,Summer Walker Featuring A Boogie Wit da Hoodie,18/10/2019,
I'll Kill You,Summer Walker Featuring Jhene Aiko,18/10/2019,
Dance Monkey,Tones And I,18/10/2019,
HIGHEST IN THE ROOM,Travis Scott,18/10/2019,
Lights Up,Harry Styles,25/10/2019,
All Dat,Moneybagg Yo X Megan Thee Stallion,25/10/2019,
Kinfolks,Sam Hunt,25/10/2019,
Lonely Child,YoungBoy Never Broke Again,25/10/2019,
Make No Sense,YoungBoy Never Broke Again,25/10/2019,
Carter Son,YoungBoy Never Broke Again,25/10/2019,
Hot Now,YoungBoy Never Broke Again,25/10/2019,
In Control,YoungBoy Never Broke Again,25/10/2019,
Time I'm On,YoungBoy Never Broke Again,25/10/2019,
Rich As Hell,YoungBoy Never Broke Again,25/10/2019,
DHL,Frank Ocean,1/11/2019,
Somebody,"Internet Money, Lil Tecca & A Boogie Wit da Hoodie",1/11/2019,
Lose You To Love Me,Selena Gomez,1/11/2019,
Follow God,Kanye West,8/11/2019,
Closed On Sunday,Kanye West,8/11/2019,
Selah,Kanye West,8/11/2019,
On God,Kanye West,8/11/2019,
God Is,Kanye West,8/11/2019,
Jesus Is Lord,Kanye West,8/11/2019,
Water,Kanye West Featuring Ant Clemons,8/11/2019,
Use This Gospel,Kanye West Featuring Clipse & Kenny G,8/11/2019,
Hands On,Kanye West Featuring Fred Hammond,8/11/2019,
Every Hour,Kanye West Featuring Sunday Service Choir,8/11/2019,
Everything We Need,Kanye West Featuring Ty Dolla $ign & Ant Clemons,8/11/2019,
What She Wants Tonight,Luke Bryan,8/11/2019,
Start Wit Me,Roddy Ricch & Gunna,8/11/2019,
Look At Her Now.,Selena Gomez,8/11/2019,
Immortal,21 Savage,15/11/2019,
Roxanne,Arizona Zervas,15/11/2019,
Easy,DaniLeigh Featuring Chris Brown,15/11/2019,
Don't Start Now,Dua Lipa,15/11/2019,
Ridin' Roads,Dustin Lynch,15/11/2019,
In My Room,Frank Ocean,15/11/2019,0
Big Boy Diamonds,Gucci Mane Featuring Kodak Black & London On Da Track,15/11/2019,
For My Daughter,Kane Brown,15/11/2019,
It All Comes Out In The Wash,Miranda Lambert,15/11/2019,
Love Me More,Trippie Redd,15/11/2019,
Valentino,24kGoldn,22/11/2019,
Show Me Love,Alicia Keys Featuring Miguel,22/11/2019,
Yellow Hearts,Ant Saunders,22/11/2019,
Everything I Wanted,Billie Eilish,22/11/2019,1
Tusa,Karol G & Nicki Minaj,22/11/2019,
Woah,Lil Baby,22/11/2019,
Better Together,Luke Combs,22/11/2019,
Heart On Ice,Rod Wave,22/11/2019,
Jerry Sprunger,Tory Lanez & T-Pain,22/11/2019,
Reply,A Boogie Wit da Hoodie Featuring Lil Uzi Vert,29/11/2019,
RITMO (Bad Boys For Life),Black Eyed Peas X J Balvin,29/11/2019,
Hell Right,Blake Shelton Featuring Trace Adkins,29/11/2019,
Watermelon Sugar,Harry Styles,29/11/2019,
We Back,Jason Aldean,29/11/2019,
None Of Your Concern,Jhene Aiko Featuring Big Sean,29/11/2019,
Homesick,Kane Brown,29/11/2019,
Up All Night,Khalid,29/11/2019,
The Take,Tory Lanez Featuring Chris Brown,29/11/2019,
Beauty In The Benz,Tory Lanez Featuring Snoop Dogg,29/11/2019,
Falling,Trevor Daniel,29/11/2019,
Death,Trippie Redd Featuring DaBaby,29/11/2019,
Vete,Bad Bunny,6/12/2019,
Candy,Doja Cat,6/12/2019,
Into The Unknown,Idina Menzel & AURORA,6/12/2019,
Show Yourself,Idina Menzel & Evan Rachel Wood,6/12/2019,
Into The Unknown,Panic! At The Disco,6/12/2019,
Loyal,PARTYNEXTDOOR Featuring Drake,6/12/2019,
Cuban Links,Rod Wave & Kevin Gates,6/12/2019,
Heartless,The Weeknd,6/12/2019,
Who Needs Love,Trippie Redd,6/12/2019,
6 Kiss,Trippie Redd Featuring Juice WRLD & YNW Melly,6/12/2019,
Hate Me,Trippie Redd Featuring YoungBoy Never Broke Again,6/12/2019,
Suicidal,YNW Melly & Juice WRLD,6/12/2019,
Happy Holiday / The Holiday Season,Andy Williams,13/12/2019,
No Idea,Don Toliver,13/12/2019,
Like It's Christmas,Jonas Brothers,13/12/2019,
Tip Toe,Roddy Ricch Featuring A Boogie Wit da Hoodie,13/12/2019,
Blinding Lights,The Weeknd,13/12/2019,
My Oh My,Camila Cabello Featuring DaBaby,20/12/2019,
Lord Above,Fat Joe & Dre Featuring Eminem & Mary J. Blige,20/12/2019,
Adore You,Harry Styles,20/12/2019,
The Box,Roddy Ricch,20/12/2019,
Big Stepper,Roddy Ricch,20/12/2019,
Peta,Roddy Ricch Featuring Meek Mill,20/12/2019,
BEST ON EARTH,Russ & BIA,20/12/2019,
Christmas Tree Farm,Taylor Swift,20/12/2019,
Bad Vibes Forever,XXXTENTACION Featuring PnB Rock & Trippie Redd,20/12/2019,
Nobody But You,Blake Shelton Duet With Gwen Stefani,27/12/2019,
Falling,Harry Styles,27/12/2019,
Cherry,Harry Styles,27/12/2019,
Golden,Harry Styles,27/12/2019,
She,Harry Styles,27/12/2019,
Let Me Know (I Wonder Why Freestyle),Juice WRLD,27/12/2019,
Futsal Shuffle 2020,Lil Uzi Vert,27/12/2019,
Famous Hoes,NLE Choppa,27/12/2019,
Dirty Iyanna,YoungBoy Never Broke Again,27/12/2019,
Baby It's Cold Outside,Dean Martin,3/1/2020,
Slide,H.E.R. Featuring YG,3/1/2020,
Happy Xmas (War Is Over),John Legend,3/1/2020,
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,3/1/2020,
HAD ENOUGH,Don Toliver Featuring Quavo & Offset,10/1/2020,
I Hope,Gabby Barrett Featuring Charlie Puth,10/1/2020,
More Hearts Than Mine,Ingrid Andress,10/1/2020,
GANG GANG,JACKBOYS & Sheck Wes,10/1/2020,
WHAT TO DO?,JACKBOYS Featuring Don Toliver,10/1/2020,
Out West,JACKBOYS Featuring Young Thug,10/1/2020,
GATTI,"JACKBOYS, Pop Smoke & Travis Scott",10/1/2020,
Make Me Want To,Jimmie Allen,10/1/2020,
Slow Dance In A Parking Lot,Jordan Davis,10/1/2020,
July,Noah Cyrus & Leon Bridges,10/1/2020,
I Wish Grandpas Never Died,Riley Green,10/1/2020,
High Fashion,Roddy Ricch Featuring Mustard,10/1/2020,
ORANGE SODA,Baby Keem,17/1/2020,
SUGAR,BrockHampton,17/1/2020,
I Hope You're Happy Now,Carly Pearce & Lee Brice,17/1/2020,
Say So,Doja Cat Featuring Nicki Minaj,17/1/2020,
Yummy,Justin Bieber,17/1/2020,0
20/20,Lil Tjay,17/1/2020,
U Played,MoneyBagg Yo Featuring Lil Baby,17/1/2020,
All I Want,Olivia Rodrigo,17/1/2020,
Life Is Good,Future Featuring Drake,24/1/2020,
You Should Be Sad,Halsey,24/1/2020,
Conversations In The Dark,John Legend,24/1/2020,
Eleven,Khalid,24/1/2020,
Sum 2 Prove,Lil Baby,24/1/2020,
Good News,Mac Miller,24/1/2020,
Protect da Brand,Moneybagg Yo Featuring DaBaby,24/1/2020,
Rare,Selena Gomez,24/1/2020,
Darkness,Eminem,31/1/2020,
Premonition (Intro),Eminem,31/1/2020,
In Too Deep,Eminem,31/1/2020,
Marsh,Eminem,31/1/2020,
Stepdad,Eminem,31/1/2020,
Lock It Up,Eminem Featuring Anderson .Paak,31/1/2020,
No Regrets,Eminem Featuring Don Toliver,31/1/2020,
Those Kinda Nights,Eminem Featuring Ed Sheeran,31/1/2020,
Godzilla,Eminem Featuring Juice WRLD,31/1/2020,
You Gon' Learn,"Eminem Featuring Royce da 5'9"" & White Gold",31/1/2020,
Leaving Heaven,Eminem Featuring Skylar Grey,31/1/2020,
Unaccommodating,Eminem Featuring Young M.A,31/1/2020,
P*$$y Fairy (OTW),Jhene Aiko,31/1/2020,
What A Man Gotta Do,Jonas Brothers,31/1/2020,
Blue World,Mac Miller,31/1/2020,
Circles,Mac Miller,31/1/2020,
Complicated,Mac Miller,31/1/2020,
Hand Me Downs,Mac Miller,31/1/2020,
I Can See,Mac Miller,31/1/2020,
Woods,Mac Miller,31/1/2020,
Everybody,Mac Miller,31/1/2020,
Surf,Mac Miller,31/1/2020,
That's On Me,Mac Miller,31/1/2020,
What If I Told You That I Love You,Ali Gatie,7/2/2020,
Underdog,Alicia Keys,7/2/2020,
Catch,Brett Young,7/2/2020,
First Man,Camila Cabello,7/2/2020,
Anyone,Demi Lovato,7/2/2020,
Dive Bar,Garth Brooks & Blake Shelton,7/2/2020,
Homemade,Jake Owen,7/2/2020,
Before You Go,Lewis Capaldi,7/2/2020,1
Letter To Nipsey,Meek Mill Featuring Roddy Ricch,7/2/2020,
B.I.T.C.H.,Megan Thee Stallion,7/2/2020,
Chasin' You,Morgan Wallen,7/2/2020,
King Of My City,A Boogie Wit da Hoodie,14/2/2020,
Physical,Dua Lipa,14/2/2020,
Get Me,Justin Bieber Featuring Kehlani,14/2/2020,
Mahogany,Lil Wayne,14/2/2020,
Mama Mia,Lil Wayne,14/2/2020,
Funeral,Lil Wayne,14/2/2020,
I Do It,Lil Wayne Featuring Big Sean & Lil Baby,14/2/2020,
Nice To Meet Ya,Meghan Trainor Featuring Nicki Minaj,14/2/2020,
Only The Young,Taylor Swift,14/2/2020,
KEII,Anuel AA,21/2/2020,
Whats Poppin,"Jack Harlow Featuring DaBaby, Tory Lanez & Lil Wayne",21/2/2020,
Run,Joji,21/2/2020,
Intentions,Justin Bieber Featuring Quavo,21/2/2020,
Know Your Worth,Khalid x Disclosure,21/2/2020,
Blueberry Faygo,Lil Mosey,21/2/2020,
Believe,Meek Mill Featuring Justin Timberlake,21/2/2020,
No Judgement,Niall Horan,21/2/2020,
Yikes,Nicki Minaj,21/2/2020,
Me And My Guitar,A Boogie Wit da Hoodie,28/2/2020,
Thug Love,A Boogie Wit da Hoodie,28/2/2020,
Cinderella Story,A Boogie Wit da Hoodie,28/2/2020,
Stain,A Boogie Wit da Hoodie Featuring DaBaby,28/2/2020,
Numbers,"A Boogie Wit da Hoodie Featuring Roddy Ricch, Gunna & London On Da Track",28/2/2020,
Might Not Give Up,A Boogie Wit da Hoodie Featuring Young Thug,28/2/2020,
Ignorantes,Bad Bunny & Sech,28/2/2020,
No Time To Die,Billie Eilish,28/2/2020,
Come Around Me,Justin Bieber,28/2/2020,
Habitual,Justin Bieber,28/2/2020,
All Around Me,Justin Bieber,28/2/2020,
Forever,Justin Bieber Featuring Post Malone & Clever,28/2/2020,
g n f (Give No Fxk),"Migos, Young Thug & Travis Scott",28/2/2020,
Go Stupid,Polo G Featuring NLE Choppa & Stunna 4 Vegas,28/2/2020,
Dior,Pop Smoke,28/2/2020,
To Die For,Sam Smith,28/2/2020,
After Hours,The Weeknd,28/2/2020,
Moral Of The Story,Ashe Featuring Niall Horan,6/3/2020,
Shake The Room,Pop Smoke Featuring Quavo,6/3/2020,
Feel Me,Selena Gomez,6/3/2020,
Lil Top,YoungBoy Never Broke Again,6/3/2020,
Red Eye,YoungBoy Never Broke Again,6/3/2020,
Fine By Time,YoungBoy Never Broke Again,6/3/2020,
Bad Bad,YoungBoy Never Broke Again,6/3/2020,
Knocked Off,YoungBoy Never Broke Again,6/3/2020,
RIP Lil Phat,YoungBoy Never Broke Again,6/3/2020,
Long RD,YoungBoy Never Broke Again,6/3/2020,
Bat Man,YoungBoy Never Broke Again,6/3/2020,
Si Veo A Tu Mama,Bad Bunny,13/3/2020,
La Dificil,Bad Bunny,13/3/2020,
Pero Ya No,Bad Bunny,13/3/2020,
Yo Perreo Sola,Bad Bunny,13/3/2020,
Solia,Bad Bunny,13/3/2020,
Bichiyal,Bad Bunny & Yaviah,13/3/2020,
Esta Cabron Ser Yo,Bad Bunny X Anuel AA,13/3/2020,
La Santa,Bad Bunny X Daddy Yankee,13/3/2020,
Safaera,"Bad Bunny, Jowell & Randy & Nengo Flow",13/3/2020,
PTSD,"G Herbo Featuring Chance The Rapper, Juice WRLD & Lil Uzi Vert",13/3/2020,
Stupid Love,Lady Gaga,13/3/2020,
Emotionally Scarred,Lil Baby,13/3/2020,
Get Ugly,Lil Baby,13/3/2020,
How,Lil Baby,13/3/2020,
Same Thing,Lil Baby,13/3/2020,
Can't Explain,Lil Baby,13/3/2020,
Grace,Lil Baby & 42 Dugg,13/3/2020,
Heatin Up,Lil Baby & Gunna,13/3/2020,
No Sucker,Lil Baby & Moneybagg Yo,13/3/2020,
We Should,Lil Baby & Young Thug,13/3/2020,
Live Off My Closet,Lil Baby Featuring Future,13/3/2020,
Commercial,Lil Baby Featuring Lil Uzi Vert,13/3/2020,
Forever,Lil Baby Featuring Lil Wayne,13/3/2020,
That Way,Lil Uzi Vert,13/3/2020,
Sunday Best,Surfaces,13/3/2020,
The Other Side,SZA X Justin Timberlake,13/3/2020,
I Love Me,Demi Lovato,20/3/2020,
SkyBox,Gunna,20/3/2020,
Happiness Over Everything (H.O.E.),Jhene Aiko Featuring Future & Miguel,20/3/2020,
B.S.,Jhene Aiko Featuring H.E.R.,20/3/2020,
Baby Pluto,Lil Uzi Vert,20/3/2020,
Lo Mein,Lil Uzi Vert,20/3/2020,
Silly Watch,Lil Uzi Vert,20/3/2020,
P2,Lil Uzi Vert,20/3/2020,
Homecoming,Lil Uzi Vert,20/3/2020,
Prices,Lil Uzi Vert,20/3/2020,
POP,Lil Uzi Vert,20/3/2020,
Bigger Than Life,Lil Uzi Vert,20/3/2020,
Celebration Station,Lil Uzi Vert,20/3/2020,
You Better Move,Lil Uzi Vert,20/3/2020,
I'm Sorry,Lil Uzi Vert,20/3/2020,
Venetia,Lil Uzi Vert,20/3/2020,
Chrome Heart Tags,Lil Uzi Vert,20/3/2020,
Bust Me,Lil Uzi Vert,20/3/2020,
Secure The Bag,Lil Uzi Vert,20/3/2020,
Urgency,Lil Uzi Vert Featuring Syd,20/3/2020,
Oprah's Bank Account,"Lil Yachty, Drake & DaBaby",20/3/2020,
Captain Hook,Megan Thee Stallion,20/3/2020,
Supalonely,BENEE Featuring Gus Dapperton,27/3/2020,
Cardigan,Don Toliver,27/3/2020,
Myron,Lil Uzi Vert,27/3/2020,
Lotus,Lil Uzi Vert,27/3/2020,
Moon Relate,Lil Uzi Vert,27/3/2020,
I Can Show You,Lil Uzi Vert,27/3/2020,
Trap This Way (This Way),Lil Uzi Vert,27/3/2020,
Come This Way,Lil Uzi Vert,27/3/2020,
Yessirskiii,Lil Uzi Vert & 21 Savage,27/3/2020,
Bean (Kobe),Lil Uzi Vert Featuring Chief Keef,27/3/2020,
Wassup,Lil Uzi Vert Featuring Future,27/3/2020,
No Auto,Lil Uzi Vert Featuring Lil Durk,27/3/2020,
Leaders,Lil Uzi Vert Featuring NAV,27/3/2020,
Money Spread,Lil Uzi Vert Featuring Young Nudy,27/3/2020,
Got The Guap,Lil Uzi Vert Featuring Young Thug,27/3/2020,
Strawberry Peels,Lil Uzi Vert Featuring Young Thug & Gunna,27/3/2020,
Does To Me,Luke Combs Featuring Eric Church,27/3/2020,
Savage,Megan Thee Stallion,27/3/2020,
Death Bed,Powfu Featuring beabadoobee,27/3/2020,
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,27/3/2020,
The Other Girl,Kelsea Ballerini x Halsey,3/4/2020,
Walk Em Down,NLE Choppa Featuring Roddy Ricch,3/4/2020,
Roses,SAINt JHN,3/4/2020,
In Your Eyes,The Weeknd,3/4/2020,
Alone Again,The Weeknd,3/4/2020,
Scared To Live,The Weeknd,3/4/2020,
Hardest To Love,The Weeknd,3/4/2020,
Too Late,The Weeknd,3/4/2020,
Snowchild,The Weeknd,3/4/2020,
Escape From LA,The Weeknd,3/4/2020,
Save Your Tears,The Weeknd,3/4/2020,
Faith,The Weeknd,3/4/2020,
Repeat After Me (Interlude),The Weeknd,3/4/2020,
Until I Bleed Out,The Weeknd,3/4/2020,
Break My Heart,Dua Lipa,10/4/2020,
I Love My Country,Florida Georgia Line,10/4/2020,
If The World Was Ending,JP Saxe Featuring Julia Michaels,10/4/2020,
Last Time I Say Sorry,Kane Brown & John Legend,10/4/2020,
Turks,"NAV, Gunna & Travis Scott",10/4/2020,
Believe It,PARTYNEXTDOOR & Rihanna,10/4/2020,
Hard To Forget,Sam Hunt,10/4/2020,
After A Few,Travis Denning,10/4/2020,
Find My Way,DaBaby,17/4/2020,
Toosie Slide,Drake,17/4/2020,
Tycoon,Future,17/4/2020,
Here And Now,Kenny Chesney,17/4/2020,
Bluebird,Miranda Lambert,17/4/2020,
Fuck The World,Rod Wave,17/4/2020,
Pray 4 Love,Rod Wave,17/4/2020,
Thief In The Night,Rod Wave,17/4/2020,
I Remember,Rod Wave,17/4/2020,
The Greatest,Rod Wave,17/4/2020,
Ribbon In The Sky,Rod Wave,17/4/2020,
Thug Life,Rod Wave,17/4/2020,
No Weakness,Rod Wave,17/4/2020,
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",17/4/2020,
Sigues Con El,Arcangel x Sech,24/4/2020,
Boss Bitch,Doja Cat,24/4/2020,
Die From A Broken Heart,Maddie & Tae,24/4/2020,
DND,Polo G,24/4/2020,
Ride It.,Regard,24/4/2020,
Girl Of My Dreams,Rod Wave,24/4/2020,
In Between,Scotty McCreery,24/4/2020,
Boyfriend,Selena Gomez,24/4/2020,
Stupid Again,Tory Lanez,24/4/2020,
Broke In A Minute,Tory Lanez,24/4/2020,
Level Of Concern,twenty one pilots,24/4/2020,
CAN'T STOP,DaBaby,1/5/2020,
BLAME IT ON BABY,DaBaby,1/5/2020,
SAD SHIT,DaBaby,1/5/2020,
TALK ABOUT IT,DaBaby,1/5/2020,
CHAMPION,DaBaby,1/5/2020,
DROP,DaBaby Featuring A Boogie Wit da Hoodie & London On Da Track,1/5/2020,
NASTY,DaBaby Featuring Ashanti & Megan Thee Stallion,1/5/2020,
LIGHTSKIN SH*T,DaBaby Featuring Future & jetsonmade,1/5/2020,
PICK UP,DaBaby Featuring Quavo,1/5/2020,
Rockstar,DaBaby Featuring Roddy Ricch,1/5/2020,
Jump,DaBaby Featuring YoungBoy Never Broke Again,1/5/2020,
After Party,Don Toliver,1/5/2020,
God Whispered Your Name,Keith Urban,1/5/2020,
I Dare You,Kelly Clarkson,1/5/2020,
More Than My Hometown,Morgan Wallen,1/5/2020,
@ MEH,Playboi Carti,1/5/2020,
I'm Ready,Sam Smith & Demi Lovato,1/5/2020,
Drinking Alone,Carrie Underwood,8/5/2020,
Righteous,Juice WRLD,8/5/2020,
Cool Again,Kane Brown,8/5/2020,
All In,Lil Baby,8/5/2020,
Sasuke,Lil Uzi Vert,8/5/2020,
Party Girl,StaySolidRocky,8/5/2020,
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",8/5/2020,
Ain't Easy,YoungBoy Never Broke Again,8/5/2020,
Diamonds,YoungBoy Never Broke Again,8/5/2020,
Rough Ryder,YoungBoy Never Broke Again,8/5/2020,
Thug Of Spades,YoungBoy Never Broke Again Featuring DaBaby,8/5/2020,
Bout My Business,YoungBoy Never Broke Again Featuring Sherhonda Gaulden,8/5/2020,
Time Flies,Drake,15/5/2020,
Deep Pockets,Drake,15/5/2020,
When To Say When,Drake,15/5/2020,
Landed,Drake,15/5/2020,
From Florida With Love,Drake,15/5/2020,
Losses,Drake,15/5/2020,
War,Drake,15/5/2020,
Not You Too,Drake Featuring Chris Brown,15/5/2020,
Demons,Drake Featuring Fivio Foreign & Sosa Geek,15/5/2020,
Desires,Drake Featuring Future,15/5/2020,
Chicago Freestyle,Drake Featuring Giveon,15/5/2020,
Pain 1993,Drake Featuring Playboi Carti,15/5/2020,
D4L,"Future, Drake & Young Thug",15/5/2020,
Social Distancing,Lil Baby,15/5/2020,
Low Down,Lil Baby,15/5/2020,
Humble,Lil Baby,15/5/2020,
We Paid,Lil Baby & 42 Dugg,15/5/2020,
One Margarita,Luke Bryan,15/5/2020,
Six Feet Apart,Luke Combs,15/5/2020,
Be Kind,Marshmello & Halsey,15/5/2020,
Don't Rush,Young T & Bugsey Featuring Headie One,15/5/2020,
Gooba,6ix9ine,22/5/2020,
Stuck With U,Ariana Grande & Justin Bieber,22/5/2020,
Go Crazy,Chris Brown & Young Thug,22/5/2020,
Toxic,Kehlani,22/5/2020,
Change Your Life,Kehlani Featuring Jhene Aiko,22/5/2020,
Can I,Kehlani Featuring Tory Lanez,22/5/2020,
Viral Moment,Lil Durk,22/5/2020,
3 Headed Goat,Lil Durk Featuring Lil Baby & Polo G,22/5/2020,
Zoo York,Lil Tjay Featuring Fivio Foreign & Pop Smoke,22/5/2020,
Me Vs Me,Moneybagg Yo,22/5/2020,
Trapped In The Sun,Future,29/5/2020,
Hard To Choose One,Future,29/5/2020,
Ridin Strikers,Future,29/5/2020,
Hitek Tek,Future,29/5/2020,
Too Comfortable,Future,29/5/2020,
Posted With Demons,Future,29/5/2020,
Touch The Sky,Future,29/5/2020,
One Of My,Future,29/5/2020,
All Bad,Future Featuring Lil Uzi Vert,29/5/2020,
Solitaires,Future Featuring Travis Scott,29/5/2020,
Harlem Shake,Future Featuring Young Thug,29/5/2020,
Trillionaire,Future Featuring YoungBoy Never Broke Again,29/5/2020,
X,Jonas Brothers Featuring Karol G,29/5/2020,
Daisies,Katy Perry,29/5/2020,
Martin & Gina,Polo G,29/5/2020,
21,Polo G,29/5/2020,
Don't Believe The Hype,Polo G,29/5/2020,
Beautiful Pain (Losin My Mind),Polo G,29/5/2020,
33,Polo G,29/5/2020,
I Know,Polo G,29/5/2020,
Flex,Polo G Featuring Juice WRLD,29/5/2020,
Be Something,Polo G Featuring Lil Baby,29/5/2020,
Daechwita,Agust D,5/6/2020,
Wunna,Gunna,5/6/2020,
Argentina,Gunna,5/6/2020,
Met Gala,Gunna,5/6/2020,
Nasty Girl / On Camera,Gunna,5/6/2020,
MOTW,Gunna,5/6/2020,
Gimmick,Gunna,5/6/2020,
Feigning,Gunna,5/6/2020,
Blindfold,Gunna Featuring Lil Baby,5/6/2020,
Cooler Than A Bitch,Gunna Featuring Roddy Ricch,5/6/2020,
Top Floor,Gunna Featuring Travis Scott,5/6/2020,
Dollaz On My Head,Gunna Featuring Young Thug,5/6/2020,
Rain On Me,Lady Gaga & Ariana Grande,5/6/2020,0
Need It,Migos Featuring YoungBoy Never Broke Again,5/6/2020,
ily,surf mesa Featuring Emilee,5/6/2020,
Hasta Que Dios Diga,Anuel AA & Bad Bunny,12/6/2020,
Like That,Doja Cat Featuring Gucci Mane,12/6/2020,
One Beer,HARDY Featuring Lauren Alaina & Devin Dawson,12/6/2020,
Got What I Got,Jason Aldean,12/6/2020,
Tell Me U Luv Me,Juice WRLD & Trippie Redd,12/6/2020,
Why We Drink,Justin Moore,12/6/2020,
Lose Somebody,Kygo & OneRepublic,12/6/2020,
Alice,Lady Gaga,12/6/2020,
Sour Candy,Lady Gaga & BLACKPINK,12/6/2020,
One Of Them Girls,Lee Brice,12/6/2020,
T.D,"Lil Yachty & Tierra Whack Featuring A$AP Rocky & Tyler, The Creator",12/6/2020,
One Big Country Song,LOCASH,12/6/2020,
TKN,ROSALIA & Travis Scott,12/6/2020,
One Night Standards,Ashley McBryde,19/6/2020,
Mamacita,"Black Eyed Peas, Ozuna + J.Rey Soul",19/6/2020,
Hard Days,Brantley Gilbert,19/6/2020,
Worldwide Beautiful,Kane Brown,19/6/2020,
Otherside Of America,Meek Mill,19/6/2020,
Deep End Freestyle,Sleepy Hallow,19/6/2020,
Trollz,6ix9ine & Nicki Minaj,26/6/2020,
Do It,Chloe X Halle,26/6/2020,
Done,Chris Janson,26/6/2020,
Snow On Tha Bluff,J. Cole,26/6/2020,
Need Me,J.I The Prince Of N.Y,26/6/2020,
