song,artist,date,loveSong
Delicate,Taylor Swift,23/3/2018,
You Need To Calm Down,Taylor Swift,28/6/2019,
The Archer,Taylor Swift,2/8/2019,
Lover,Taylor Swift,30/8/2019,1
The Man,Taylor Swift,6/9/2019,
I Forgot That You Existed,Taylor Swift,6/9/2019,
Cruel Summer,Taylor Swift,6/9/2019,
Paper Rings,Taylor Swift,6/9/2019,
Miss Americana & The Heartbreak Prince,Taylor Swift,6/9/2019,
I Think He Knows,Taylor Swift,6/9/2019,
Cornelia Street,Taylor Swift,6/9/2019,
London Boy,Taylor Swift,6/9/2019,
Death By A Thousand Cuts,Taylor Swift,6/9/2019,
Afterglow,Taylor Swift,6/9/2019,
False God,Taylor Swift,6/9/2019,
Daylight,Taylor Swift,6/9/2019,
It's Nice To Have A Friend,Taylor Swift,6/9/2019,
Christmas Tree Farm,Taylor Swift,20/12/2019,
Only The Young,Taylor Swift,14/2/2020,
Cardigan,Taylor Swift,7/8/2020,1
The 1,Taylor Swift,7/8/2020,1
The Last Great American Dynasty,Taylor Swift,7/8/2020,0
My Tears Ricochet,Taylor Swift,7/8/2020,1
August,Taylor Swift,7/8/2020,1
Mirrorball,Taylor Swift,7/8/2020,1
Seven,Taylor Swift,7/8/2020,0
Invisible String,Taylor Swift,7/8/2020,1
This Is Me Trying,Taylor Swift,7/8/2020,0
Betty,Taylor Swift,7/8/2020,1
Illicit Affairs,Taylor Swift,7/8/2020,1
Mad Woman,Taylor Swift,7/8/2020,1
Epiphany,Taylor Swift,7/8/2020,
Peace,Taylor Swift,7/8/2020,
Hoax,Taylor Swift,7/8/2020,
Exile,Taylor Swift Featuring Bon Iver,7/8/2020,1
ME!,Taylor Swift Featuring Brendon Urie,3/5/2019,
Soon You'll Get Better,Taylor Swift Featuring Dixie Chicks,6/9/2019,
Everything Has Changed,Taylor Swift Featuring Ed Sheeran,9/11/2012,1
End Game,Taylor Swift Featuring Ed Sheeran & Future,8/12/2017,
Bad Blood,Taylor Swift Featuring Kendrick Lamar,14/11/2014,
Safe & Sound,Taylor Swift Featuring The Civil Wars,6/1/2012,1
Hood Go Crazy,Tech N9Ne Featuring 2 Chainz & B.o.B,19/6/2015,
First Day Out,Tee Grizzley,21/4/2017,
24 Hours,TeeFLii Featuring 2 Chainz,12/9/2014,
Closer,Tegan And Sara,1/11/2013,
Everything Is AWESOME!!!,Tegan And Sara Featuring The Lonely Island,28/2/2014,0
I Want To Know What Love Is,Terry McDermott,21/12/2012,
Let It Be,Terry McDermott,28/12/2012,
Chocolate,The 1975,7/2/2014,
Love Me,The 1975,30/10/2015,
If I Die Young,The Band Perry,23/7/2010,0
You Lie,The Band Perry,18/3/2011,
All Your Life,The Band Perry,23/9/2011,
Postcard From Paris,The Band Perry,18/5/2012,
Better Dig Two,The Band Perry,16/11/2012,
DONE.,The Band Perry,29/3/2013,
Don't Let Me Be Lonely,The Band Perry,1/11/2013,
Chainsaw,The Band Perry,30/5/2014,
Bellas Finals: Price Tag / Don't You (Forget About Me)...,The Barden Bellas,11/1/2013,
Riff Off: Mickey / Like A Virgin / Hit Me With Your Best Shot...,"The Barden Bellas, The Treblemakers & The BU Harmonics",18/1/2013,
Meet Me Halfway,The Black Eyed Peas,1/1/2010,1
I Gotta Feeling,The Black Eyed Peas,1/1/2010,0
Imma Be,The Black Eyed Peas,1/1/2010,0
Rock That Body,The Black Eyed Peas,14/5/2010,0
The Time (Dirty Bit),The Black Eyed Peas,26/11/2010,
Just Can't Get Enough,The Black Eyed Peas,4/3/2011,
Don't Stop The Party,The Black Eyed Peas,12/8/2011,
Tighten Up,The Black Keys,5/11/2010,1
Lonely Boy,The Black Keys,11/11/2011,
Gold On The Ceiling,The Black Keys,22/6/2012,
Fever,The Black Keys,11/4/2014,
Apes**t,The Carters,29/6/2018,
Boss,The Carters,29/6/2018,
Summer,The Carters,29/6/2018,
Nice,The Carters,29/6/2018,
Friends,The Carters,29/6/2018,
#SELFIE,The Chainsmokers,14/3/2014,
Paris,The Chainsmokers,3/2/2017,
The One,The Chainsmokers,21/4/2017,
Honest,The Chainsmokers,18/8/2017,
Sick Boy,The Chainsmokers,2/2/2018,
Everybody Hates Me,The Chainsmokers,30/3/2018,
Call You Mine,The Chainsmokers & Bebe Rexha,14/6/2019,
Something Just Like This,The Chainsmokers & Coldplay,10/3/2017,1
Takeaway,The Chainsmokers & ILLENIUM Featuring Lennon Stella,9/8/2019,
Who Do You Love,The Chainsmokers Featuring 5 Seconds Of Summer,22/2/2019,
Don't Let Me Down,The Chainsmokers Featuring Daya,26/2/2016,
Side Effects,The Chainsmokers Featuring Emily Warren,10/8/2018,
Closer,The Chainsmokers Featuring Halsey,19/8/2016,
This Feeling,The Chainsmokers Featuring Kelsea Ballerini,5/10/2018,
All We Know,The Chainsmokers Featuring Phoebe Ryan,21/10/2016,
Roses,The Chainsmokers Featuring Rozes,6/11/2015,
Setting Fires,The Chainsmokers Featuring XYLO,25/11/2016,
Lay Me Down,The Dirty Heads Featuring Rome,2/7/2010,1
Don't Drop That Thun Thun!,The FiNATTiCZ,26/7/2013,
Heartbeat,The Fray,28/10/2011,
Love Don't Die,The Fray,17/1/2014,
100,The Game Featuring Drake,21/8/2015,
All Eyez,The Game Featuring Jeremih,21/10/2016,
Wildflower,The JaneDear Girls,28/1/2011,
So Done,The Kid LAROI,6/11/2020,
Always Do,The Kid LAROI,20/11/2020,
"F*ck You, Goodbye",The Kid LAROI Featuring Machine Gun Kelly,20/11/2020,
Tragic,The Kid LAROI Featuring YoungBoy Never Brok Again & Internet Money,20/11/2020,
Boots,The Killers,17/12/2010,
Runaways,The Killers,3/8/2012,
Yolo,The Lonely Island Featuring Adam Levine & Kendrick Lamar,15/2/2013,0
I Just Had Sex,The Lonely Island Featuring Akon,7/1/2011,0
Jack Sparrow,The Lonely Island Featuring Michael Bolton,27/5/2011,0
The Creep,The Lonely Island Featuring Nicki Minaj,18/2/2011,0
Ho Hey,The Lumineers,22/6/2012,1
Stubborn Love,The Lumineers,21/12/2012,
Ophelia,The Lumineers,26/2/2016,
Sweater Weather,The Neighbourhood,21/6/2013,1
Love Like Woe,The Ready Set,27/8/2010,1
Wish I Knew You,The Revivalists,18/8/2017,
Sleigh Ride,The Ronettes,21/12/2018,
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",8/5/2020,
Breakeven,The Script,1/1/2010,1
The Man Who Can't Be Moved,The Script,20/8/2010,1
For The First Time,The Script,31/12/2010,
Nothing,The Script,26/8/2011,
Superheroes,The Script,3/10/2014,0
Hall Of Fame,The Script Featuring will.i.am,7/9/2012,0
Danny's Song,The Swon Brothers,28/6/2013,
Turn The Page,The Swon Brothers,28/6/2013,
I Can't Tell You Why,The Swon Brothers,5/7/2013,
Later On,The Swon Brothers,29/8/2014,
Glad You Came,The Wanted,27/1/2012,0
Chasing The Sun,The Wanted,15/6/2012,
I Found You,The Wanted,23/11/2012,
We Own The Night,The Wanted,30/8/2013,
Wicked Games,The Weeknd,16/11/2012,
Often,The Weeknd,31/10/2014,
Earned It (Fifty Shades Of Grey),The Weeknd,9/1/2015,
Where You Belong,The Weeknd,27/2/2015,
The Hills,The Weeknd,12/6/2015,
Can't Feel My Face,The Weeknd,26/6/2015,
Tell Your Friends,The Weeknd,18/9/2015,
Acquainted,The Weeknd,18/9/2015,
Real Life,The Weeknd,18/9/2015,
Shameless,The Weeknd,18/9/2015,
In The Night,The Weeknd,18/9/2015,
False Alarm,The Weeknd,21/10/2016,
Party Monster,The Weeknd,9/12/2016,
Reminder,The Weeknd,16/12/2016,
Six Feet Under,The Weeknd,16/12/2016,
Die For You,The Weeknd,16/12/2016,
Rockin',The Weeknd,16/12/2016,
Secrets,The Weeknd,16/12/2016,
True Colors,The Weeknd,16/12/2016,
Attention,The Weeknd,16/12/2016,
Nothing Without You,The Weeknd,16/12/2016,
A Lonely Night,The Weeknd,16/12/2016,
Love To Lay,The Weeknd,16/12/2016,
Ordinary Life,The Weeknd,16/12/2016,
Call Out My Name,The Weeknd,13/4/2018,
Try Me,The Weeknd,13/4/2018,
Wasted Times,The Weeknd,13/4/2018,
Privilege,The Weeknd,13/4/2018,
Heartless,The Weeknd,6/12/2019,
Blinding Lights,The Weeknd,13/12/2019,
After Hours,The Weeknd,28/2/2020,
In Your Eyes,The Weeknd,3/4/2020,
Alone Again,The Weeknd,3/4/2020,
Scared To Live,The Weeknd,3/4/2020,
Hardest To Love,The Weeknd,3/4/2020,
Too Late,The Weeknd,3/4/2020,
Snowchild,The Weeknd,3/4/2020,
Escape From LA,The Weeknd,3/4/2020,
Save Your Tears,The Weeknd,3/4/2020,
Faith,The Weeknd,3/4/2020,
Repeat After Me (Interlude),The Weeknd,3/4/2020,
Until I Bleed Out,The Weeknd,3/4/2020,
Pray For Me,The Weeknd & Kendrick Lamar,16/2/2018,
Starboy,The Weeknd Featuring Daft Punk,7/10/2016,0
I Feel It Coming,The Weeknd Featuring Daft Punk,9/12/2016,
Dark Times,The Weeknd Featuring Ed Sheeran,18/9/2015,
All I Know,The Weeknd Featuring Future,16/12/2016,
I Was Never There,The Weeknd Featuring Gesaffelstein,13/4/2018,
Hurt You,The Weeknd Featuring Gesaffelstein,13/4/2018,
Sidewalks,The Weeknd Featuring Kendrick Lamar,16/12/2016,
Losers,The Weeknd Featuring Labrinth,18/9/2015,
Prisoner,The Weeknd Featuring Lana Del Rey,18/9/2015,
Stargirl Interlude,The Weeknd Featuring Lana Del Rey,16/12/2016,
Come Join The Murder,The White Buffalo & The Forest Rangers,26/12/2014,
Love King,The-Dream,2/4/2010,0
All Or Nothing,Theory Of A Deadman,21/5/2010,1
Kings And Queens,Thirty Seconds To Mars,1/1/2010,1
Closer To The Edge,Thirty Seconds To Mars,20/5/2011,
Something To Do With My Hands,Thomas Rhett,27/7/2012,
It Goes Like This,Thomas Rhett,28/6/2013,
Get Me Some Of That,Thomas Rhett,24/1/2014,
Make Me Wanna,Thomas Rhett,28/11/2014,
Crash And Burn,Thomas Rhett,24/4/2015,
Die A Happy Man,Thomas Rhett,9/10/2015,
T-Shirt,Thomas Rhett,18/3/2016,
Star Of The Show,Thomas Rhett,18/11/2016,
Unforgettable,Thomas Rhett,18/8/2017,
Marry Me,Thomas Rhett,22/12/2017,
Life Changes,Thomas Rhett,6/7/2018,
Sixteen,Thomas Rhett,23/11/2018,
Look What God Gave Her,Thomas Rhett,15/3/2019,
Remember You Young,Thomas Rhett,27/9/2019,
Beer Can't Fix,Thomas Rhett Featuring Jon Pardi,27/3/2020,
Craving You,Thomas Rhett Featuring Maren Morris,21/4/2017,
Be A Light,"Thomas Rhett Featuring Reba McEntire, Hillary Scott, Chris Tomlin & Keith Urban",17/4/2020,
Are You Gonna Kiss Me Or Not,Thompson Square,31/12/2010,
I Got You,Thompson Square,2/9/2011,
Glass,Thompson Square,22/6/2012,
If I Didn't Have You,Thompson Square,16/11/2012,
Everything I Shouldn't Be Thinking About,Thompson Square,31/1/2014,
Feel It,Three 6 Mafia Vs. Tiesto With Sean Kingston & Flo Rida,19/3/2010,0
Break,Three Days Grace,1/1/2010,0
"You're A Mean One, Mr. Grinch",Thurl Ravenscroft,3/1/2020,
Red Lights,Tiesto,28/3/2014,
Jackie Chan,Tiesto & Dzeko Featuring Preme & Post Malone,20/7/2018,
Wasted,Tiesto Featuring Matthew Koma,20/6/2014,
Southern Voice,Tim McGraw,1/1/2010,0
Still,Tim McGraw,7/5/2010,0
Felt Good On My Lips,Tim McGraw,19/11/2010,0
Better Than I Used To Be,Tim McGraw,30/12/2011,
Truck Yeah,Tim McGraw,20/7/2012,
One Of Those Nights,Tim McGraw,14/12/2012,
Southern Girl,Tim McGraw,9/8/2013,
Lookin' For That Girl,Tim McGraw,4/4/2014,
Shotgun Rider,Tim McGraw,17/10/2014,
Top Of The World,Tim McGraw,30/10/2015,
Humble And Kind,Tim McGraw,12/2/2016,
How I'll Always Be,Tim McGraw,4/11/2016,
I Called Mama,Tim McGraw,10/7/2020,
Speak To A Girl,Tim McGraw & Faith Hill,14/4/2017,
The Rest Of Our Life,Tim McGraw & Faith Hill,8/12/2017,
Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,13/6/2014,
Diamond Rings And Old Barstools,Tim McGraw With Catherine Dunn,27/3/2015,
Highway Don't Care,Tim McGraw With Taylor Swift,22/2/2013,
Say Something,Timbaland Featuring Drake,22/1/2010,1
Carry Out,Timbaland Featuring Justin Timberlake,1/1/2010,0
If We Ever Meet Again,Timbaland Featuring Katy Perry,9/4/2010,1
2 On,Tinashe Featuring ScHoolboy Q,23/5/2014,
Written In The Stars,Tinie Tempah Featuring Eric Turner,4/3/2011,
Till I'm Gone,Tinie Tempah Featuring Wiz Khalifa,19/8/2011,
Ocean,TK Kravitz Featuring Jacqueez,27/7/2018,
Cryin' For Me (Wayman's Song),Toby Keith,1/1/2010,0
Trailerhood,Toby Keith,10/9/2010,0
Bullets In The Gun,Toby Keith,19/11/2010,0
Somewhere Else,Toby Keith,22/4/2011,
Made In America,Toby Keith,24/6/2011,
Red Solo Cup,Toby Keith,11/11/2011,
Beers Ago,Toby Keith,4/5/2012,
Dance Monkey,Tones And I,18/10/2019,
Body And Soul,Tony Bennett & Amy Winehouse,30/9/2011,
99 Problems,Tony Lucca,25/5/2012,
Fear Inoculum,Tool,16/8/2019,
Breaking Me,Topic & A7S,31/7/2020,
Nobody Love,Tori Kelly,13/3/2015,
Should've Been Us,Tori Kelly,31/7/2015,
Hollow,Tori Kelly,1/1/2016,
Say It,Tory Lanez,6/11/2015,
Luv,Tory Lanez,15/7/2016,
Stupid Again,Tory Lanez,24/4/2020,
Broke In A Minute,Tory Lanez,24/4/2020,
Money Over Fallouts,Tory Lanez,9/10/2020,
Talk To Me,Tory Lanez & Rich The Kid,9/11/2018,
Jerry Sprunger,Tory Lanez & T-Pain,22/11/2019,
The Take,Tory Lanez Featuring Chris Brown,29/11/2019,
Beauty In The Benz,Tory Lanez Featuring Snoop Dogg,29/11/2019,
Habits (Stay High),Tove Lo,13/6/2014,1
Talking Body,Tove Lo,13/2/2015,
Cool Girl,Tove Lo,26/8/2016,
Reverse Cowgirl,T-Pain,9/4/2010,0
Up Down (Do This All Day),T-Pain Featuring B.o.B,6/12/2013,
Best Love Song,T-Pain Featuring Chris Brown,8/4/2011,
Booty Wurk (One Cheek At A Time),T-Pain Featuring Joey Galaxy,29/7/2011,
Bang Bang Pow Pow,T-Pain Featuring Lil Wayne,23/12/2011,
Rap Song,T-Pain Featuring Rick Ross,5/11/2010,0
5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,14/10/2011,
This Ain't No Love Song,Trace Adkins,29/10/2010,1
Just Fishin',Trace Adkins,17/6/2011,
"Hey, Soul Sister",Train,1/1/2010,1
If It's Love,Train,25/6/2010,1
Marry Me,Train,3/12/2010,1
Shake Up Christmas,Train,7/1/2011,
"Save Me, San Francisco",Train,8/7/2011,
Drive By,Train,27/1/2012,1
50 Ways To Say Goodbye,Train,27/7/2012,1
Angel In Blue Jeans,Train,26/9/2014,
Play That Song,Train,9/12/2016,
Bruises,Train Featuring Ashley Monroe,30/8/2013,
3500,Travi$ Scott Featuring Future & 2 Chainz,26/6/2015,
Billionaire,Travie McCoy Featuring Bruno Mars,16/4/2010,0
Rough Water,Travie McCoy Featuring Jason Mraz,8/11/2013,
After A Few,Travis Denning,10/4/2020,
Make It Rain,Travis Porter,21/1/2011,
Bring It Back,Travis Porter,1/4/2011,
Ayy Ladies,Travis Porter Featuring Tyga,16/3/2012,
Antidote,Travis Scott,25/9/2015,
Goosebumps,Travis Scott,23/9/2016,
Beibs In The Trap,Travis Scott,20/1/2017,
Butterfly Effect,Travis Scott,16/6/2017,
Sicko Mode,Travis Scott,17/8/2018,
Stargazing,Travis Scott,17/8/2018,
Carousel,Travis Scott,17/8/2018,
Yosemite,Travis Scott,17/8/2018,
R.I.P Screw,Travis Scott,17/8/2018,
Stop Trying To Be God,Travis Scott,17/8/2018,
Wake Up,Travis Scott,17/8/2018,
No Bystanders,Travis Scott,17/8/2018,
5% Tint,Travis Scott,17/8/2018,
Can't Say,Travis Scott,17/8/2018,
NC-17,Travis Scott,17/8/2018,
Who? What!,Travis Scott,17/8/2018,
Skeletons,Travis Scott,17/8/2018,
Astrothunder,Travis Scott,17/8/2018,
Houstonfornication,Travis Scott,17/8/2018,
Coffee Bean,Travis Scott,17/8/2018,
HIGHEST IN THE ROOM,Travis Scott,18/10/2019,
The Plan,Travis Scott,4/9/2020,
Watch,Travis Scott Featuring Lil Uzi Vert & Kanye West,18/5/2018,
Franchise,Travis Scott Featuring Young Thug & M.I.A.,9/10/2020,
Falling,Trevor Daniel,29/11/2019,
Past Life,Trevor Daniel x Selena Gomez,10/7/2020,
Neighbors Know My Name,Trey Songz,12/3/2010,0
Can't Be Friends,Trey Songz,1/10/2010,1
Love Faces,Trey Songz,11/2/2011,
Sex Ain't Better Than Love,Trey Songz,23/3/2012,
Heart Attack,Trey Songz,13/4/2012,
Dive In,Trey Songz,7/9/2012,
Na Na,Trey Songz,7/2/2014,
Foreign,Trey Songz,18/7/2014,
Slow Motion,Trey Songz,6/2/2015,
About You,Trey Songz,11/9/2015,
Nobody Else But You,Trey Songz,23/6/2017,
I Invented Sex,Trey Songz Featuring Drake,1/1/2010,0
Unusual,Trey Songz Featuring Drake,17/6/2011,
Say Aah,Trey Songz Featuring Fabolous,1/1/2010,0
Bottoms Up,Trey Songz Featuring Nicki Minaj,27/8/2010,0
"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,19/9/2014,
2 Reasons,Trey Songz Featuring T.I.,20/7/2012,
All Gold Everything,Trinidad James,28/12/2012,
Taking A Walk,Trippie Redd,24/8/2018,
Topanga,Trippie Redd,9/11/2018,
Love Scars 3,Trippie Redd,23/11/2018,
Toxic Waste,Trippie Redd,23/11/2018,
Under Enemy Arms,Trippie Redd,14/6/2019,
Snake Skin,Trippie Redd,23/8/2019,
Love Me More,Trippie Redd,15/11/2019,
Who Needs Love,Trippie Redd,6/12/2019,
Weeeeee,Trippie Redd,13/11/2020,
Death,Trippie Redd Featuring DaBaby,29/11/2019,
1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,23/11/2018,
6 Kiss,Trippie Redd Featuring Juice WRLD & YNW Melly,6/12/2019,
Negative Energy,Trippie Redd Featuring Kodie Shane,23/11/2018,
Mac 10,Trippie Redd Featuring Lil Baby & Lil Duke,23/8/2019,
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,29/12/2017,
Hate Me,Trippie Redd Featuring YoungBoy Never Broke Again,6/12/2019,
Do The John Wall,Troop 41,7/1/2011,
Happy Little Pill,Troye Sivan,8/8/2014,
Youth,Troye Sivan,19/2/2016,
My My My!,Troye Sivan,26/1/2018,
Rock On,Tucker Beathard,2/9/2016,
Nasty Freestyle,T-Wayne,1/5/2015,
Fairly Local,twenty one pilots,3/4/2015,
Tear In My Heart,twenty one pilots,24/4/2015,
Stressed Out,twenty one pilots,15/5/2015,0
Ride,twenty one pilots,1/4/2016,0
Heathens,twenty one pilots,8/7/2016,
Cancer,twenty one pilots,7/10/2016,
Jumpsuit,twenty one pilots,20/7/2018,
Nico And The Niners,twenty one pilots,27/7/2018,
My Blood,twenty one pilots,19/10/2018,
Level Of Concern,twenty one pilots,24/4/2020,
Make A Movie,Twista Featuring Chris Brown,26/11/2010,
Paranoid,Ty Dolla $ign Featuring B.o.B,3/1/2014,
Saved,Ty Dolla $ign Featuring E-40,11/3/2016,
Blase,Ty Dolla $ign Featuring Future & Rae Sremmurd,2/10/2015,
Expensive,Ty Dolla $ign Featuring Nicki Minaj,11/9/2020,
Spicy,Ty Dolla $ign Featuring Post Malone,6/11/2020,
Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,28/3/2014,
Rack City,Tyga,9/12/2011,
Make It Nasty,Tyga,9/3/2012,
Wait For A Minute,Tyga & Justin Bieber,8/11/2013,
Dip,Tyga & Nicki Minaj,9/11/2018,
Molly,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",5/4/2013,
Far Away,Tyga Featuring Chris Richardson,19/8/2011,
Still Got It,Tyga Featuring Drake,28/10/2011,
Faded,Tyga Featuring Lil Wayne,3/2/2012,
Mutha***** Up,Tyga Featuring Nicki Minaj,9/3/2012,
Taste,Tyga Featuring Offset,8/6/2018,
Dope,Tyga Featuring Rick Ross,8/2/2013,
Hookah,Tyga Featuring Young Thug,29/8/2014,
Tommy Lee,Tyla Yaweh & Post Malone,26/6/2020,
Redneck Crazy,Tyler Farr,14/6/2013,
Whiskey In My Water,Tyler Farr,11/4/2014,
A Guy Walks Into A Bar,Tyler Farr,16/1/2015,
Who Dat Boy,"Tyler, The Creator",21/7/2017,
OKRA,"Tyler, The Creator",13/4/2018,
EARFQUAKE,"Tyler, The Creator",31/5/2019,
I Think,"Tyler, The Creator",31/5/2019,
Running Out Of Time,"Tyler, The Creator",31/5/2019,
Igor's Theme,"Tyler, The Creator",31/5/2019,
New Magic Wand,"Tyler, The Creator",31/5/2019,
A Boy Is A Gun,"Tyler, The Creator",31/5/2019,
What's Good,"Tyler, The Creator",31/5/2019,
Puppet,"Tyler, The Creator",31/5/2019,
Ordinary Love,U2,7/3/2014,1
Water,Ugly God,20/1/2017,
Smile,Uncle Kracker,1/1/2010,1
Papers,Usher,1/1/2010,1
There Goes My Baby,Usher,5/3/2010,1
More,Usher,2/4/2010,0
Climax,Usher,9/3/2012,
Scream,Usher,11/5/2012,
Numb,Usher,5/10/2012,
Good Kisser,Usher,23/5/2014,
One,Usher & Michelle Chamuel,5/7/2013,
Hot Tottie,Usher Featuring Jay-Z,27/8/2010,0
I Don't Mind,Usher Featuring Juicy J,5/12/2014,
Lil Freak,Usher Featuring Nicki Minaj,19/3/2010,0
She Came To Give It To You,Usher Featuring Nicki Minaj,12/9/2014,
DJ Got Us Fallin' In Love,Usher Featuring Pitbull,30/7/2010,1
Hey Daddy (Daddy's Home),Usher Featuring Plies,1/1/2010,1
Lemme See,Usher Featuring Rick Ross,25/5/2012,
OMG,Usher Featuring will.i.am,16/4/2010,1
No Limit,Usher Featuring Young Thug,15/7/2016,
Shark In The Water,V V Brown,18/6/2010,0
Wobble,V.I.C.,6/1/2012,
Tattoo,Van Halen,27/1/2012,
Riptide,Vance Joy,11/7/2014,1
You Got It,VEDO,25/9/2020,
Freak The Freak Out,Victorious Cast Featuring Victoria Justice,17/12/2010,
Beggin' On Your Knees,Victorious Cast Featuring Victoria Justice,15/4/2011,
Best Friend's Brother,Victorious Cast Featuring Victoria Justice,17/6/2011,
O Let's Do It,Waka Flocka Flame,26/2/2010,0
Round Of Applause,Waka Flocka Flame Featuring Drake,23/12/2011,
Grove St. Party,Waka Flocka Flame Featuring Kebo Gotti,1/4/2011,
Get Low,"Waka Flocka Flame Featuring Nicki Minaj, Tyga & Flo Rida",22/6/2012,
No Hands,Waka Flocka Flame Featuring Roscoe Dash & Wale,24/9/2010,0
I Dont Really Care,Waka Flocka Flame Featuring Trey Songz,13/4/2012,
My PYT,Wale,1/7/2016,
The Body,Wale Featuring Jeremih,30/1/2015,
On Chill,Wale Featuring Jeremih,23/8/2019,
That Way,Wale Featuring Jeremih & Rick Ross,9/9/2011,
Focused,Wale Featuring Kid Cudi,4/11/2011,
Running Back,Wale Featuring Lil Wayne,10/2/2017,
Ambition,Wale Featuring Meek Mill & Rick Ross,18/11/2011,
Lotus Flower Bomb,Wale Featuring Miguel,11/11/2011,
Bag Of Money,"Wale Featuring Rick Ross, Meek Mill & T-Pain",13/7/2012,
LoveHate Thing,Wale Featuring Sam Dew,19/7/2013,
Bad,Wale Featuring Tiara Thomas Or Rihanna,22/2/2013,
The Matrimony,Wale Featuring Usher,17/4/2015,
Shut Up And Dance,WALK THE MOON,21/11/2014,1
One Foot,WALK THE MOON,12/1/2018,
You Broke Up With Me,Walker Hayes,3/11/2017,
Just Keep Breathing,WE the Kings,26/4/2013,
We'll Be A Dream,WE the Kings Featuring Demi Lovato,16/7/2010,1
(If You're Wondering If I Want You To) I Want You To,Weezer,1/1/2010,1
Africa,Weezer,15/6/2018,0
Last Christmas,Wham!,6/1/2017,
Careless Whisper,Wham! Featuring George Michael,13/1/2017,
I Will Always Love You,Whitney Houston,24/2/2012,
I Wanna Dance With Somebody (Who Loves Me),Whitney Houston,24/2/2012,
Greatest Love Of All,Whitney Houston,24/2/2012,
How Will I Know,Whitney Houston,2/3/2012,
Goodbye,Who Is Fancy,24/4/2015,
Lets Link,WhoHeem,11/9/2020,
Fallin',Why Don't We,16/10/2020,
At Last,Will Champlin,13/12/2013,
Leave Right Now,Will Young,11/6/2010,1
Scream & Shout,will.i.am & Britney Spears,14/12/2012,
Check It Out,will.i.am & Nicki Minaj,24/9/2010,0
#thatPOWER,will.i.am Featuring Justin Bieber,5/4/2013,
T.H.E (The Hardest Ever),will.i.am Featuring Mick Jagger & Jennifer Lopez,9/12/2011,
Fall Down,will.i.am Featuring Miley Cyrus,3/5/2013,
Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",25/4/2014,
I Met A Girl,William Michael Morgan,9/9/2016,
Whip My Hair,WILLOW,5/11/2010,0
21st Century Girl,WILLOW,18/3/2011,
Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,21/3/2014,
Escapate Conmigo,Wisin Featuring Ozuna,30/6/2017,
Black And Yellow,Wiz Khalifa,1/10/2010,0
Roll Up,Wiz Khalifa,25/2/2011,
The Race,Wiz Khalifa,25/3/2011,
No Sleep,Wiz Khalifa,8/4/2011,
When I'm Gone,Wiz Khalifa,15/4/2011,
"Work Hard, Play Hard",Wiz Khalifa,11/5/2012,
We Dem Boyz,Wiz Khalifa,2/5/2014,
Go Hard Or Go Home,Wiz Khalifa & Iggy Azalea,6/3/2015,
Let It Go,Wiz Khalifa Featuring Akon,21/12/2012,
See You Again,Wiz Khalifa Featuring Charlie Puth,27/3/2015,
Fr Fr,Wiz Khalifa Featuring Lil Skies,27/7/2018,
Burn Slow,Wiz Khalifa Featuring Rae Sremmurd,25/9/2015,
You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,3/10/2014,
Hopeless Romantic,Wiz Khalifa Featuring Swae Lee,27/7/2018,
Remember You,Wiz Khalifa Featuring The Weeknd,7/12/2012,
On My Level,Wiz Khalifa Featuring Too $hort,11/3/2011,
Bake Sale,Wiz Khalifa Featuring Travi$ Scott,12/2/2016,
Something New,Wiz Khalifa Featuring Ty Dolla $ign,1/9/2017,
Renegades,X Ambassadors,1/5/2015,
